1,2,3,5,6,8,9,10,12,13,16,17,19,20,21
1,2,3,5,6,8,9,10,12,13,16,17,19,20,22
1,2,3,5,6,8,9,10,12,13,16,17,19,20,24
1,2,3,5,6,8,9,10,12,13,16,17,19,20,25
1,2,3,5,6,8,9,10,12,13,16,17,19,21,22
1,2,3,5,6,8,9,10,12,13,16,17,19,21,24
1,2,3,5,6,8,9,10,12,13,16,17,19,21,25
1,2,3,5,6,8,9,10,12,13,16,17,19,22,24
1,2,3,5,6,8,9,10,12,13,16,17,19,22,25
1,2,3,5,6,8,9,10,12,13,16,17,19,24,25
1,2,3,5,6,8,9,10,12,13,16,17,20,21,22
1,2,3,5,6,8,9,10,12,13,16,17,20,21,24
1,2,3,5,6,8,9,10,12,13,16,17,20,21,25
1,2,3,5,6,8,9,10,12,13,16,17,20,22,24
1,2,3,5,6,8,9,10,12,13,16,17,20,22,25
1,2,3,5,6,8,9,10,12,13,16,17,20,24,25
1,2,3,5,6,8,9,10,12,13,16,17,21,22,24
1,2,3,5,6,8,9,10,12,13,16,17,21,22,25
1,2,3,5,6,8,9,10,12,13,16,17,21,24,25
1,2,3,5,6,8,9,10,12,13,16,17,22,24,25
1,2,3,5,6,8,9,10,12,13,16,19,20,21,22
1,2,3,5,6,8,9,10,12,13,16,19,20,21,24
1,2,3,5,6,8,9,10,12,13,16,19,20,21,25
1,2,3,5,6,8,9,10,12,13,16,19,20,22,24
1,2,3,5,6,8,9,10,12,13,16,19,20,22,25
1,2,3,5,6,8,9,10,12,13,16,19,20,24,25
1,2,3,5,6,8,9,10,12,13,16,19,21,22,24
1,2,3,5,6,8,9,10,12,13,16,19,21,22,25
1,2,3,5,6,8,9,10,12,13,16,19,21,24,25
1,2,3,5,6,8,9,10,12,13,16,19,22,24,25
1,2,3,5,6,8,9,10,12,13,16,20,21,22,24
1,2,3,5,6,8,9,10,12,13,16,20,21,22,25
1,2,3,5,6,8,9,10,12,13,16,20,21,24,25
1,2,3,5,6,8,9,10,12,13,16,20,22,24,25
1,2,3,5,6,8,9,10,12,13,16,21,22,24,25
1,2,3,5,6,8,9,10,12,13,17,19,20,21,22
1,2,3,5,6,8,9,10,12,13,17,19,20,21,24
1,2,3,5,6,8,9,10,12,13,17,19,20,21,25
1,2,3,5,6,8,9,10,12,13,17,19,20,22,24
1,2,3,5,6,8,9,10,12,13,17,19,20,22,25
1,2,3,5,6,8,9,10,12,13,17,19,20,24,25
1,2,3,5,6,8,9,10,12,13,17,19,21,22,24
1,2,3,5,6,8,9,10,12,13,17,19,21,22,25
1,2,3,5,6,8,9,10,12,13,17,19,21,24,25
1,2,3,5,6,8,9,10,12,13,17,19,22,24,25
1,2,3,5,6,8,9,10,12,13,17,20,21,22,24
1,2,3,5,6,8,9,10,12,13,17,20,21,22,25
1,2,3,5,6,8,9,10,12,13,17,20,21,24,25
1,2,3,5,6,8,9,10,12,13,17,20,22,24,25
1,2,3,5,6,8,9,10,12,13,17,21,22,24,25
1,2,3,5,6,8,9,10,12,13,19,20,21,22,24
1,2,3,5,6,8,9,10,12,13,19,20,21,22,25
1,2,3,5,6,8,9,10,12,13,19,20,21,24,25
1,2,3,5,6,8,9,10,12,13,19,20,22,24,25
1,2,3,5,6,8,9,10,12,13,19,21,22,24,25
1,2,3,5,6,8,9,10,12,13,20,21,22,24,25
1,2,3,5,6,8,9,10,12,16,17,19,20,21,22
1,2,3,5,6,8,9,10,12,16,17,19,20,21,24
1,2,3,5,6,8,9,10,12,16,17,19,20,21,25
1,2,3,5,6,8,9,10,12,16,17,19,20,22,24
1,2,3,5,6,8,9,10,12,16,17,19,20,22,25
1,2,3,5,6,8,9,10,12,16,17,19,20,24,25
1,2,3,5,6,8,9,10,12,16,17,19,21,22,24
1,2,3,5,6,8,9,10,12,16,17,19,21,22,25
1,2,3,5,6,8,9,10,12,16,17,19,21,24,25
1,2,3,5,6,8,9,10,12,16,17,19,22,24,25
1,2,3,5,6,8,9,10,12,16,17,20,21,22,24
1,2,3,5,6,8,9,10,12,16,17,20,21,22,25
1,2,3,5,6,8,9,10,12,16,17,20,21,24,25
1,2,3,5,6,8,9,10,12,16,17,20,22,24,25
1,2,3,5,6,8,9,10,12,16,17,21,22,24,25
1,2,3,5,6,8,9,10,12,16,19,20,21,22,24
1,2,3,5,6,8,9,10,12,16,19,20,21,22,25
1,2,3,5,6,8,9,10,12,16,19,20,21,24,25
1,2,3,5,6,8,9,10,12,16,19,20,22,24,25
1,2,3,5,6,8,9,10,12,16,19,21,22,24,25
1,2,3,5,6,8,9,10,12,16,20,21,22,24,25
1,2,3,5,6,8,9,10,12,17,19,20,21,22,24
1,2,3,5,6,8,9,10,12,17,19,20,21,22,25
1,2,3,5,6,8,9,10,12,17,19,20,21,24,25
1,2,3,5,6,8,9,10,12,17,19,20,22,24,25
1,2,3,5,6,8,9,10,12,17,19,21,22,24,25
1,2,3,5,6,8,9,10,12,17,20,21,22,24,25
1,2,3,5,6,8,9,10,12,19,20,21,22,24,25
1,2,3,5,6,8,9,10,13,16,17,19,20,21,22
